Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
The Social Network,2010,Andrew Garfield,"Oct 1, 2010",40000000,96962694,224922135.0
The Social Network,2010,Justin Timberlake,"Oct 1, 2010",40000000,96962694,224922135.0
The Social Network,2010,Rooney Mara,"Oct 1, 2010",40000000,96962694,224922135.0
The Others,2001,Nicole Kidman,"Aug 10, 2001",17000000,96522687,207765056.0
The Others,2001,Christopher Eccleston,"Aug 10, 2001",17000000,96522687,207765056.0
The Others,2001,Fionnula Flanagan,"Aug 10, 2001",17000000,96522687,207765056.0
The Others,2001,Alakina Mann,"Aug 10, 2001",17000000,96522687,207765056.0
Legally Blonde,2001,Reese Witherspoon,"Jul 13, 2001",18000000,96493426,141809235.0
Legally Blonde,2001,Luke Wilson,"Jul 13, 2001",18000000,96493426,141809235.0
Legally Blonde,2001,Selma Blair,"Jul 13, 2001",18000000,96493426,141809235.0
Legally Blonde,2001,Matthew Davis,"Jul 13, 2001",18000000,96493426,141809235.0
Panic Room,2002,Jodie Foster,"Mar 29, 2002",48000000,95308367,196308367.0
Panic Room,2002,Kristen Stewart,"Mar 29, 2002",48000000,95308367,196308367.0
Panic Room,2002,Forest Whitaker,"Mar 29, 2002",48000000,95308367,196308367.0
Panic Room,2002,Dwight Yoakam,"Mar 29, 2002",48000000,95308367,196308367.0
Rocketman,2019,Taron Egerton,"May 22, 2019",41000000,96368160,192133784.0
Rocketman,2019,Jamie Bell,"May 22, 2019",41000000,96368160,192133784.0
Rocketman,2019,Richard Madden,"May 22, 2019",41000000,96368160,192133784.0
Rocketman,2019,Bryce Dallas Howard,"May 22, 2019",41000000,96368160,192133784.0
Encanto,2021,Stephanie Beatriz,"Nov 24, 2021",150000000,96093622,230600438.0
Encanto,2021,María Cecilia Botero,"Nov 24, 2021",150000000,96093622,230600438.0
Encanto,2021,John Leguizamo,"Nov 24, 2021",150000000,96093622,230600438.0
Encanto,2021,Mauro Castillo,"Nov 24, 2021",150000000,96093622,230600438.0
Dead Poets Society,1989,Robin Williams,"Jun 2, 1989",16400000,95860116,239500000.0
Dead Poets Society,1989,Robert Sean Leonard,"Jun 2, 1989",16400000,95860116,239500000.0
Dead Poets Society,1989,Ethan Hawke,"Jun 2, 1989",16400000,95860116,239500000.0
Dead Poets Society,1989,Josh Charles,"Jun 2, 1989",16400000,95860116,239500000.0
Zero Dark Thirty,2012,Jessica Chastain,"Dec 19, 2012",52500000,95720716,134612435.0
Zero Dark Thirty,2012,Joel Edgerton,"Dec 19, 2012",52500000,95720716,134612435.0
Zero Dark Thirty,2012,Chris Pratt,"Dec 19, 2012",52500000,95720716,134612435.0
Zero Dark Thirty,2012,Mark Strong,"Dec 19, 2012",52500000,95720716,134612435.0
Cold Mountain,2003,Jude Law,"Dec 25, 2003",80000000,95632614,165173909.0
Cold Mountain,2003,Nicole Kidman,"Dec 25, 2003",80000000,95632614,165173909.0
Cold Mountain,2003,Renée Zellweger,"Dec 25, 2003",80000000,95632614,165173909.0
Cold Mountain,2003,Eileen Atkins,"Dec 25, 2003",80000000,95632614,165173909.0
Sex and the City 2,2010,Sarah Jessica Parker,"May 27, 2010",95000000,95347692,294680778.0
Sex and the City 2,2010,Kim Cattrall,"May 27, 2010",95000000,95347692,294680778.0
Sex and the City 2,2010,Kristin Davis,"May 27, 2010",95000000,95347692,294680778.0
Sex and the City 2,2010,Cynthia Nixon,"May 27, 2010",95000000,95347692,294680778.0
The Princess Diaries 2: Royal Engagement,2004,Anne Hathaway,"Aug 11, 2004",45000000,95149435,134713435.0
The Princess Diaries 2: Royal Engagement,2004,Callum Blue,"Aug 11, 2004",45000000,95149435,134713435.0
The Princess Diaries 2: Royal Engagement,2004,Julie Andrews,"Aug 11, 2004",45000000,95149435,134713435.0
The Princess Diaries 2: Royal Engagement,2004,Hector Elizondo,"Aug 11, 2004",45000000,95149435,134713435.0
Unbreakable,2000,Bruce Willis,"Nov 22, 2000",73243106,94999143,248099143.0
Unbreakable,2000,Samuel L. Jackson,"Nov 22, 2000",73243106,94999143,248099143.0
Unbreakable,2000,Robin Wright,"Nov 22, 2000",73243106,94999143,248099143.0
Unbreakable,2000,Spencer Treat Clark,"Nov 22, 2000",73243106,94999143,248099143.0
42,2013,Chadwick Boseman,"Apr 12, 2013",31000000,95020213,97470701.0
42,2013,T.R. Knight,"Apr 12, 2013",31000000,95020213,97470701.0
42,2013,Harrison Ford,"Apr 12, 2013",31000000,95020213,97470701.0
42,2013,Nicole Beharie,"Apr 12, 2013",31000000,95020213,97470701.0
Flashdance,1983,Jennifer Beals,"Apr 15, 1983",7000000,90463574,201463574.0
Flashdance,1983,Michael Nouri,"Apr 15, 1983",7000000,90463574,201463574.0
Flashdance,1983,Lilia Skala,"Apr 15, 1983",7000000,90463574,201463574.0
Flashdance,1983,Sunny Johnson,"Apr 15, 1983",7000000,90463574,201463574.0
The Book of Eli,2010,Denzel Washington,"Jan 15, 2010",80000000,94835059,158750817.0
The Book of Eli,2010,Mila Kunis,"Jan 15, 2010",80000000,94835059,158750817.0
The Book of Eli,2010,Ray Stevenson,"Jan 15, 2010",80000000,94835059,158750817.0
The Book of Eli,2010,Gary Oldman,"Jan 15, 2010",80000000,94835059,158750817.0
Beverly Hills Chihuahua,2008,Drew Barrymore,"Oct 3, 2008",20000000,94514402,154218168.0
Beverly Hills Chihuahua,2008,George Lopez,"Oct 3, 2008",20000000,94514402,154218168.0
Beverly Hills Chihuahua,2008,Piper Perabo,"Oct 3, 2008",20000000,94514402,154218168.0
Beverly Hills Chihuahua,2008,Manolo Cardona,"Oct 3, 2008",20000000,94514402,154218168.0
Julie & Julia,2009,Amy Adams,"Aug 7, 2009",40000000,94125426,131516178.0
Julie & Julia,2009,Meryl Streep,"Aug 7, 2009",40000000,94125426,131516178.0
Julie & Julia,2009,Chris Messina,"Aug 7, 2009",40000000,94125426,131516178.0
Julie & Julia,2009,Stanley Tucci,"Aug 7, 2009",40000000,94125426,131516178.0
The Mask of Zorro,1998,Antonio Banderas,"Jul 17, 1998",65000000,93828745,233700000.0
The Mask of Zorro,1998,Anthony Hopkins,"Jul 17, 1998",65000000,93828745,233700000.0
The Mask of Zorro,1998,Catherine Zeta-Jones,"Jul 17, 1998",65000000,93828745,233700000.0
The Mask of Zorro,1998,José María de Tavira,"Jul 17, 1998",65000000,93828745,233700000.0
Maid in Manhattan,2002,Jennifer Lopez,"Dec 13, 2002",55000000,93932896,163838217.0
Maid in Manhattan,2002,Ralph Fiennes,"Dec 13, 2002",55000000,93932896,163838217.0
Maid in Manhattan,2002,Natasha Richardson,"Dec 13, 2002",55000000,93932896,163838217.0
Maid in Manhattan,2002,Stanley Tucci,"Dec 13, 2002",55000000,93932896,163838217.0
He's Just Not That Into You,2009,Ginnifer Goodwin,"Feb 6, 2009",40000000,93953653,181053657.0
He's Just Not That Into You,2009,Jennifer Aniston,"Feb 6, 2009",40000000,93953653,181053657.0
He's Just Not That Into You,2009,Jennifer Connelly,"Feb 6, 2009",40000000,93953653,181053657.0
He's Just Not That Into You,2009,Morgan Lily,"Feb 6, 2009",40000000,93953653,181053657.0
Master and Commander: The Far Side of the World,2003,Russell Crowe,"Nov 14, 2003",135000000,93926386,212912137.0
Master and Commander: The Far Side of the World,2003,Paul Bettany,"Nov 14, 2003",135000000,93926386,212912137.0
Master and Commander: The Far Side of the World,2003,Billy Boyd,"Nov 14, 2003",135000000,93926386,212912137.0
Master and Commander: The Far Side of the World,2003,James D'Arcy,"Nov 14, 2003",135000000,93926386,212912137.0
Flight,2012,Denzel Washington,"Nov 2, 2012",31000000,93772375,160558438.0
Flight,2012,Nadine Velazquez,"Nov 2, 2012",31000000,93772375,160558438.0
Flight,2012,Don Cheadle,"Nov 2, 2012",31000000,93772375,160558438.0
Flight,2012,John Goodman,"Nov 2, 2012",31000000,93772375,160558438.0
The Ten Commandments,1956,Charlton Heston,"Oct 5, 1956",13500000,85400591,85433929.0
The Ten Commandments,1956,Yul Brynner,"Oct 5, 1956",13500000,85400591,85433929.0
The Ten Commandments,1956,Anne Baxter,"Oct 5, 1956",13500000,85400591,85433929.0
The Ten Commandments,1956,Edward G. Robinson,"Oct 5, 1956",13500000,85400591,85433929.0
The Fighter,2010,Mark Wahlberg,"Dec 10, 2010",11000000,93617009,129262388.0
The Fighter,2010,Christian Bale,"Dec 10, 2010",11000000,93617009,129262388.0
The Fighter,2010,Amy Adams,"Dec 10, 2010",11000000,93617009,129262388.0
The Fighter,2010,Melissa Leo,"Dec 10, 2010",11000000,93617009,129262388.0
America's Sweethearts,2001,Julia Roberts,"Jul 20, 2001",46000000,93607673,160648493.0
America's Sweethearts,2001,John Cusack,"Jul 20, 2001",46000000,93607673,160648493.0
America's Sweethearts,2001,Billy Crystal,"Jul 20, 2001",46000000,93607673,160648493.0
America's Sweethearts,2001,Catherine Zeta-Jones,"Jul 20, 2001",46000000,93607673,160648493.0
The Bucket List,2007,Jack Nicholson,"Dec 25, 2007",45000000,93466502,174807445.0
The Bucket List,2007,Morgan Freeman,"Dec 25, 2007",45000000,93466502,174807445.0
The Bucket List,2007,Sean Hayes,"Dec 25, 2007",45000000,93466502,174807445.0
The Bucket List,2007,Beverly Todd,"Dec 25, 2007",45000000,93466502,174807445.0
Tomorrowland,2015,George Clooney,"May 20, 2015",170000000,93436322,206627518.0
Tomorrowland,2015,Britt Robertson,"May 20, 2015",170000000,93436322,206627518.0
Tomorrowland,2015,Hugh Laurie,"May 20, 2015",170000000,93436322,206627518.0
Tomorrowland,2015,Raffey Cassidy,"May 20, 2015",170000000,93436322,206627518.0
The Magnificent Seven,2016,Denzel Washington,"Sep 12, 2016",90000000,93432655,162122642.0
The Magnificent Seven,2016,Chris Pratt,"Sep 12, 2016",90000000,93432655,162122642.0
The Magnificent Seven,2016,Ethan Hawke,"Sep 12, 2016",90000000,93432655,162122642.0
The Magnificent Seven,2016,Vincent D'Onofrio,"Sep 12, 2016",90000000,93432655,162122642.0
Cats & Dogs,2001,Alec Baldwin,"Jul 4, 2001",60000000,93375151,200700000.0
Cats & Dogs,2001,Tobey Maguire,"Jul 4, 2001",60000000,93375151,200700000.0
Cats & Dogs,2001,Jeff Goldblum,"Jul 4, 2001",60000000,93375151,200700000.0
Cats & Dogs,2001,Elizabeth Perkins,"Jul 4, 2001",60000000,93375151,200700000.0
Two Weeks Notice,2002,Sandra Bullock,"Dec 20, 2002",60000000,93354918,199043309.0
Two Weeks Notice,2002,Hugh Grant,"Dec 20, 2002",60000000,93354918,199043309.0
Two Weeks Notice,2002,Alicia Witt,"Dec 20, 2002",60000000,93354918,199043309.0
Two Weeks Notice,2002,Dana Ivey,"Dec 20, 2002",60000000,93354918,199043309.0
Red Dragon,2002,Anthony Hopkins,"Oct 4, 2002",78000000,92955420,206455420.0
Red Dragon,2002,Edward Norton,"Oct 4, 2002",78000000,92955420,206455420.0
Red Dragon,2002,Ralph Fiennes,"Oct 4, 2002",78000000,92955420,206455420.0
Red Dragon,2002,Harvey Keitel,"Oct 4, 2002",78000000,92955420,206455420.0
Elysium,2013,Matt Damon,"Aug 9, 2013",120000000,93050117,286192091.0
Elysium,2013,Jodie Foster,"Aug 9, 2013",120000000,93050117,286192091.0
Elysium,2013,Sharlto Copley,"Aug 9, 2013",120000000,93050117,286192091.0
Elysium,2013,Alice Braga,"Aug 9, 2013",120000000,93050117,286192091.0
Flubber,1997,Robin Williams,"Nov 26, 1997",80000000,92993801,177993801.0
Flubber,1997,Marcia Gay Harden,"Nov 26, 1997",80000000,92993801,177993801.0
Flubber,1997,Christopher McDonald,"Nov 26, 1997",80000000,92993801,177993801.0
Flubber,1997,Ted Levine,"Nov 26, 1997",80000000,92993801,177993801.0
The Town,2010,Ben Affleck,"Sep 17, 2010",37000000,92186262,152566881.0
The Town,2010,Rebecca Hall,"Sep 17, 2010",37000000,92186262,152566881.0
The Town,2010,Jon Hamm,"Sep 17, 2010",37000000,92186262,152566881.0
The Town,2010,Jeremy Renner,"Sep 17, 2010",37000000,92186262,152566881.0
Non-Stop,2014,Liam Neeson,"Feb 28, 2014",50000000,91742160,222383055.0
Non-Stop,2014,Julianne Moore,"Feb 28, 2014",50000000,91742160,222383055.0
Non-Stop,2014,Scoot McNairy,"Feb 28, 2014",50000000,91742160,222383055.0
Non-Stop,2014,Michelle Dockery,"Feb 28, 2014",50000000,91742160,222383055.0
The Client,1994,Susan Sarandon,"Jul 20, 1994",45000000,92115211,117615211.0
The Client,1994,Tommy Lee Jones,"Jul 20, 1994",45000000,92115211,117615211.0
The Client,1994,Brad Renfro,"Jul 20, 1994",45000000,92115211,117615211.0
The Client,1994,Mary-Louise Parker,"Jul 20, 1994",45000000,92115211,117615211.0
Blade Runner 2049,2017,Harrison Ford,"Sep 29, 2017",185000000,92054159,258829058.0
Blade Runner 2049,2017,Ryan Gosling,"Sep 29, 2017",185000000,92054159,258829058.0
Blade Runner 2049,2017,Ana de Armas,"Sep 29, 2017",185000000,92054159,258829058.0
Blade Runner 2049,2017,Dave Bautista,"Sep 29, 2017",185000000,92054159,258829058.0
Star Trek: First Contact,1996,Patrick Stewart,"Nov 22, 1996",46000000,92027888,150000000.0
Star Trek: First Contact,1996,Jonathan Frakes,"Nov 22, 1996",46000000,92027888,150000000.0
Star Trek: First Contact,1996,Brent Spiner,"Nov 22, 1996",46000000,92027888,150000000.0
Star Trek: First Contact,1996,LeVar Burton,"Nov 22, 1996",46000000,92027888,150000000.0
Think Like a Man,2012,Chris Brown,"Apr 20, 2012",12000000,91547205,113373764.0
Think Like a Man,2012,Gabrielle Union,"Apr 20, 2012",12000000,91547205,113373764.0
Think Like a Man,2012,Kevin Hart,"Apr 20, 2012",12000000,91547205,113373764.0
Think Like a Man,2012,Michael Ealy,"Apr 20, 2012",12000000,91547205,113373764.0
Kindergarten Cop,1990,Arnold Schwarzenegger,"Dec 21, 1990",26000000,91457688,202000000.0
Kindergarten Cop,1990,Penelope Ann Miller,"Dec 21, 1990",26000000,91457688,202000000.0
Kindergarten Cop,1990,Pamela Reed,"Dec 21, 1990",26000000,91457688,202000000.0
Kindergarten Cop,1990,Linda Hunt,"Dec 21, 1990",26000000,91457688,202000000.0
The Haunting,1999,Liam Neeson,"Jul 23, 1999",80000000,91188905,180188905.0
The Haunting,1999,Catherine Zeta-Jones,"Jul 23, 1999",80000000,91188905,180188905.0
The Haunting,1999,Owen Wilson,"Jul 23, 1999",80000000,91188905,180188905.0
The Haunting,1999,Lili Taylor,"Jul 23, 1999",80000000,91188905,180188905.0
Crimson Tide,1995,Gene Hackman,"May 12, 1995",55000000,91387195,159387195.0
Crimson Tide,1995,Denzel Washington,"May 12, 1995",55000000,91387195,159387195.0
Crimson Tide,1995,Matt Craven,"May 12, 1995",55000000,91387195,159387195.0
Crimson Tide,1995,George Dzundza,"May 12, 1995",55000000,91387195,159387195.0
Ride Along 2,2016,Ice Cube,"Jan 14, 2016",40000000,90862685,124827316.0
Ride Along 2,2016,Kevin Hart,"Jan 14, 2016",40000000,90862685,124827316.0
Ride Along 2,2016,Tika Sumpter,"Jan 14, 2016",40000000,90862685,124827316.0
Ride Along 2,2016,Benjamin Bratt,"Jan 14, 2016",40000000,90862685,124827316.0
Stepmom,1998,Julia Roberts,"Dec 25, 1998",50000000,91137662,159745279.0
Stepmom,1998,Susan Sarandon,"Dec 25, 1998",50000000,91137662,159745279.0
Stepmom,1998,Ed Harris,"Dec 25, 1998",50000000,91137662,159745279.0
Stepmom,1998,Jena Malone,"Dec 25, 1998",50000000,91137662,159745279.0
The Imitation Game,2014,Benedict Cumberbatch,"Nov 14, 2014",15000000,91125143,227328585.0
The Imitation Game,2014,Keira Knightley,"Nov 14, 2014",15000000,91125143,227328585.0
The Imitation Game,2014,Matthew Goode,"Nov 14, 2014",15000000,91125143,227328585.0
The Imitation Game,2014,Allen Leech,"Nov 14, 2014",15000000,91125143,227328585.0
Save the Last Dance,2001,Julia Stiles,"Jan 12, 2001",13000000,91038276,122244329.0
Save the Last Dance,2001,Sean Patrick Thomas,"Jan 12, 2001",13000000,91038276,122244329.0
Save the Last Dance,2001,Kerry Washington,"Jan 12, 2001",13000000,91038276,122244329.0
Save the Last Dance,2001,Fredro Starr,"Jan 12, 2001",13000000,91038276,122244329.0
The Scorpion King,2002,Dwayne Johnson,"Apr 18, 2002",60000000,90580000,165890634.0
The Scorpion King,2002,Steven Brand,"Apr 18, 2002",60000000,90580000,165890634.0
The Scorpion King,2002,Michael Clarke Duncan,"Apr 18, 2002",60000000,90580000,165890634.0
The Scorpion King,2002,Kelly Hu,"Apr 18, 2002",60000000,90580000,165890634.0
The Karate Kid,1984,Ralph Macchio,"Jun 22, 1984",8000000,90815558,90857623.0
The Karate Kid,1984,Pat Morita,"Jun 22, 1984",8000000,90815558,90857623.0
The Karate Kid,1984,Elisabeth Shue,"Jun 22, 1984",8000000,90815558,90857623.0
The Karate Kid,1984,Martin Kove,"Jun 22, 1984",8000000,90815558,90857623.0
Antz,1998,Woody Allen,"Oct 2, 1998",60000000,90757863,152457863.0
Antz,1998,Sharon Stone,"Oct 2, 1998",60000000,90757863,152457863.0
Antz,1998,Gene Hackman,"Oct 2, 1998",60000000,90757863,152457863.0
Antz,1998,Sylvester Stallone,"Oct 2, 1998",60000000,90757863,152457863.0
Scary Movie 4,2006,Anna Faris,"Apr 14, 2006",40000000,90710620,178710620.0
Scary Movie 4,2006,Regina Hall,"Apr 14, 2006",40000000,90710620,178710620.0
Scary Movie 4,2006,Craig Bierko,"Apr 14, 2006",40000000,90710620,178710620.0
Scary Movie 4,2006,Bill Pullman,"Apr 14, 2006",40000000,90710620,178710620.0
The Game Plan,2007,Dwayne Johnson,"Sep 28, 2007",22000000,90648202,146590987.0
The Game Plan,2007,Kyra Sedgwick,"Sep 28, 2007",22000000,90648202,146590987.0
The Game Plan,2007,Madison Pettis,"Sep 28, 2007",22000000,90648202,146590987.0
The Game Plan,2007,Roselyn Sanchez,"Sep 28, 2007",22000000,90648202,146590987.0
"Me, Myself & Irene",2000,Jim Carrey,"Jun 23, 2000",51000000,90570999,149270999.0
"Me, Myself & Irene",2000,Renée Zellweger,"Jun 23, 2000",51000000,90570999,149270999.0
"Me, Myself & Irene",2000,Anthony Anderson,"Jun 23, 2000",51000000,90570999,149270999.0
"Me, Myself & Irene",2000,Mongo Brownlee,"Jun 23, 2000",51000000,90570999,149270999.0
High School Musical 3: Senior Year,2008,Zac Efron,"Oct 24, 2008",11000000,90559416,274392880.0
High School Musical 3: Senior Year,2008,Vanessa Hudgens,"Oct 24, 2008",11000000,90559416,274392880.0
High School Musical 3: Senior Year,2008,Ashley Tisdale,"Oct 24, 2008",11000000,90559416,274392880.0
High School Musical 3: Senior Year,2008,Lucas Grabeel,"Oct 24, 2008",11000000,90559416,274392880.0
Space Cowboys,2000,Clint Eastwood,"Aug 4, 2000",65000000,90454043,128874043.0
Space Cowboys,2000,Tommy Lee Jones,"Aug 4, 2000",65000000,90454043,128874043.0
Space Cowboys,2000,Donald Sutherland,"Aug 4, 2000",65000000,90454043,128874043.0
Space Cowboys,2000,James Garner,"Aug 4, 2000",65000000,90454043,128874043.0
Space Jam,1996,Michael Jordan,"Nov 15, 1996",80000000,90463534,250180384.0
Space Jam,1996,Wayne Knight,"Nov 15, 1996",80000000,90463534,250180384.0
Space Jam,1996,Theresa Randle,"Nov 15, 1996",80000000,90463534,250180384.0
Space Jam,1996,Manner Washington,"Nov 15, 1996",80000000,90463534,250180384.0
Get Hard,2015,Will Ferrell,"Mar 26, 2015",40000000,90411453,111711453.0
Get Hard,2015,Kevin Hart,"Mar 26, 2015",40000000,90411453,111711453.0
Get Hard,2015,Alison Brie,"Mar 26, 2015",40000000,90411453,111711453.0
Get Hard,2015,T.I.,"Mar 26, 2015",40000000,90411453,111711453.0
"Legally Blonde 2: Red, White & Blonde",2003,Reese Witherspoon,"Jul 2, 2003",25000000,90639088,125339088.0
"Legally Blonde 2: Red, White & Blonde",2003,Sally Field,"Jul 2, 2003",25000000,90639088,125339088.0
"Legally Blonde 2: Red, White & Blonde",2003,Bob Newhart,"Jul 2, 2003",25000000,90639088,125339088.0
"Legally Blonde 2: Red, White & Blonde",2003,Regina King,"Jul 2, 2003",25000000,90639088,125339088.0
Mystic River,2003,Sean Penn,"Oct 8, 2003",30000000,90135191,156822020.0
Mystic River,2003,Tim Robbins,"Oct 8, 2003",30000000,90135191,156822020.0
Mystic River,2003,Kevin Bacon,"Oct 8, 2003",30000000,90135191,156822020.0
Mystic River,2003,Emmy Rossum,"Oct 8, 2003",30000000,90135191,156822020.0
Flightplan,2005,Jodie Foster,"Sep 23, 2005",55000000,89706988,214392904.0
Flightplan,2005,Peter Sarsgaard,"Sep 23, 2005",55000000,89706988,214392904.0
Flightplan,2005,Sean Bean,"Sep 23, 2005",55000000,89706988,214392904.0
Flightplan,2005,Kate Beahan,"Sep 23, 2005",55000000,89706988,214392904.0
The Emperor's New Groove,2000,David Spade,"Dec 15, 2000",100000000,89630573,169630573.0
The Emperor's New Groove,2000,John Goodman,"Dec 15, 2000",100000000,89630573,169630573.0
The Emperor's New Groove,2000,Eartha Kitt,"Dec 15, 2000",100000000,89630573,169630573.0
The Emperor's New Groove,2000,Patrick Warburton,"Dec 15, 2000",100000000,89630573,169630573.0
The Lone Ranger,2013,Johnny Depp,"Jul 2, 2013",225000000,89302115,260002115.0
The Lone Ranger,2013,Armie Hammer,"Jul 2, 2013",225000000,89302115,260002115.0
The Lone Ranger,2013,William Fichtner,"Jul 2, 2013",225000000,89302115,260002115.0
The Lone Ranger,2013,Tom Wilkinson,"Jul 2, 2013",225000000,89302115,260002115.0
Scream 3,2000,David Arquette,"Feb 4, 2000",40000000,89138076,161838076.0
Scream 3,2000,Neve Campbell,"Feb 4, 2000",40000000,89138076,161838076.0
Scream 3,2000,Courteney Cox,"Feb 4, 2000",40000000,89138076,161838076.0
Scream 3,2000,Liev Schreiber,"Feb 4, 2000",40000000,89138076,161838076.0
Oblivion,2013,Tom Cruise,"Apr 19, 2013",120000000,89107235,287916633.0
Oblivion,2013,Morgan Freeman,"Apr 19, 2013",120000000,89107235,287916633.0
Oblivion,2013,Andrea Riseborough,"Apr 19, 2013",120000000,89107235,287916633.0
Oblivion,2013,Olga Kurylenko,"Apr 19, 2013",120000000,89107235,287916633.0
The Ugly Truth,2009,Katherine Heigl,"Jul 24, 2009",38000000,88915214,205298907.0
The Ugly Truth,2009,Gerard Butler,"Jul 24, 2009",38000000,88915214,205298907.0
The Ugly Truth,2009,Bree Turner,"Jul 24, 2009",38000000,88915214,205298907.0
The Ugly Truth,2009,Eric Winter,"Jul 24, 2009",38000000,88915214,205298907.0
Percy Jackson & the Olympians: The Lightning Thief,2010,Logan Lerman,"Feb 12, 2010",95000000,88768303,223050874.0
Percy Jackson & the Olympians: The Lightning Thief,2010,Kevin McKidd,"Feb 12, 2010",95000000,88768303,223050874.0
Percy Jackson & the Olympians: The Lightning Thief,2010,Steve Coogan,"Feb 12, 2010",95000000,88768303,223050874.0
Percy Jackson & the Olympians: The Lightning Thief,2010,Brandon T. Jackson,"Feb 12, 2010",95000000,88768303,223050874.0
Failure to Launch,2006,Matthew McConaughey,"Mar 10, 2006",50000000,88715192,128402901.0
Failure to Launch,2006,Sarah Jessica Parker,"Mar 10, 2006",50000000,88715192,128402901.0
Failure to Launch,2006,Kathy Bates,"Mar 10, 2006",50000000,88715192,128402901.0
Failure to Launch,2006,Terry Bradshaw,"Mar 10, 2006",50000000,88715192,128402901.0
The Muppets,2011,Amy Adams,"Nov 23, 2011",45000000,88625922,160971922.0
The Muppets,2011,Jason Segel,"Nov 23, 2011",45000000,88625922,160971922.0
The Muppets,2011,Chris Cooper,"Nov 23, 2011",45000000,88625922,160971922.0
The Muppets,2011,Rashida Jones,"Nov 23, 2011",45000000,88625922,160971922.0
Inside Man,2006,Denzel Washington,"Mar 24, 2006",50000000,88634237,185798265.0
Inside Man,2006,Clive Owen,"Mar 24, 2006",50000000,88634237,185798265.0
Inside Man,2006,Jodie Foster,"Mar 24, 2006",50000000,88634237,185798265.0
Inside Man,2006,Christopher Plummer,"Mar 24, 2006",50000000,88634237,185798265.0
Waterworld,1995,Kevin Costner,"Jul 28, 1995",175000000,88246220,264246220.0
Waterworld,1995,Jeanne Tripplehorn,"Jul 28, 1995",175000000,88246220,264246220.0
Waterworld,1995,Dennis Hopper,"Jul 28, 1995",175000000,88246220,264246220.0
Waterworld,1995,Tina Majorino,"Jul 28, 1995",175000000,88246220,264246220.0
Starsky & Hutch,2004,Ben Stiller,"Mar 5, 2004",60000000,88200225,170200225.0
Starsky & Hutch,2004,Owen Wilson,"Mar 5, 2004",60000000,88200225,170200225.0
Starsky & Hutch,2004,Snoop Dogg,"Mar 5, 2004",60000000,88200225,170200225.0
Starsky & Hutch,2004,Vince Vaughn,"Mar 5, 2004",60000000,88200225,170200225.0
Along Came Polly,2004,Ben Stiller,"Jan 16, 2004",42000000,88073507,173044410.0
Along Came Polly,2004,Jennifer Aniston,"Jan 16, 2004",42000000,88073507,173044410.0
Along Came Polly,2004,Debra Messing,"Jan 16, 2004",42000000,88073507,173044410.0
Along Came Polly,2004,Philip Seymour Hoffman,"Jan 16, 2004",42000000,88073507,173044410.0
Back to the Future Part III,1990,Michael J. Fox,"May 24, 1990",40000000,88055283,244087259.0
Back to the Future Part III,1990,Christopher Lloyd,"May 24, 1990",40000000,88055283,244087259.0
Back to the Future Part III,1990,Mary Steenburgen,"May 24, 1990",40000000,88055283,244087259.0
Back to the Future Part III,1990,Tom Wilson,"May 24, 1990",40000000,88055283,244087259.0
Entrapment,1999,Sean Connery,"Apr 30, 1999",66000000,87707396,211700000.0
Entrapment,1999,Catherine Zeta-Jones,"Apr 30, 1999",66000000,87707396,211700000.0
Entrapment,1999,Ving Rhames,"Apr 30, 1999",66000000,87707396,211700000.0
Entrapment,1999,Will Patton,"Apr 30, 1999",66000000,87707396,211700000.0
Peter Pan,1953,Bobby Driscoll,"Feb 5, 1953",4000000,87400000,87400000.0
Peter Pan,1953,Kathryn Beaumont,"Feb 5, 1953",4000000,87400000,87400000.0
Peter Pan,1953,Hans Conried,"Feb 5, 1953",4000000,87400000,87400000.0
Peter Pan,1953,Bill Thompson,"Feb 5, 1953",4000000,87400000,87400000.0
Pineapple Express,2008,Seth Rogen,"Aug 6, 2008",26000000,87341380,102404019.0
Pineapple Express,2008,James Franco,"Aug 6, 2008",26000000,87341380,102404019.0
Pineapple Express,2008,Gary Cole,"Aug 6, 2008",26000000,87341380,102404019.0
Pineapple Express,2008,Danny McBride,"Aug 6, 2008",26000000,87341380,102404019.0
Out of Africa,1985,Meryl Streep,"Dec 18, 1985",28000000,79096868,258210860.0
Out of Africa,1985,Robert Redford,"Dec 18, 1985",28000000,79096868,258210860.0
Out of Africa,1985,Klaus Maria Brandauer,"Dec 18, 1985",28000000,79096868,258210860.0
Out of Africa,1985,Michael Kitchen,"Dec 18, 1985",28000000,79096868,258210860.0
Sisters,2015,Amy Poehler,"Dec 18, 2015",30000000,87044645,106030660.0
Sisters,2015,Tina Fey,"Dec 18, 2015",30000000,87044645,106030660.0
Sisters,2015,Maya Rudolph,"Dec 18, 2015",30000000,87044645,106030660.0
Sisters,2015,Ike Barinholtz,"Dec 18, 2015",30000000,87044645,106030660.0
Saw II,2005,Donnie Wahlberg,"Oct 28, 2005",5000000,87025093,152925093.0
Saw II,2005,Beverley Mitchell,"Oct 28, 2005",5000000,87025093,152925093.0
Saw II,2005,Franky G,"Oct 28, 2005",5000000,87025093,152925093.0
Saw II,2005,Emmanuelle Vaugier,"Oct 28, 2005",5000000,87025093,152925093.0
The Campaign,2012,Will Ferrell,"Aug 10, 2012",95000000,86907746,104907746.0
